workerid,proliferate.condition,accuracy,coding,failed_audio,failed_images,failed_video,internal_node_id,lex_code,response,result,rt,sib_code,slider_start,spk,stimulus,success,time_elapsed,timeout,trial_index,trial_type,triplet_id,error
946,list2,,,,,,0.0-6.0-1.7,,,,,,,,,,135687,,21,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.8,neutral,3536,,3291,control,5000,723,audio/723_CN2.wav,,138976,,22,audio-slider-response,2,
946,list2,,,,,,0.0-6.0-1.8,,,,,,,,,,139484,,23,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.9,neutral,1933,,5051,control,5000,246,audio/246_CN5.wav,,144533,,24,audio-slider-response,5,
946,list2,,,,,,0.0-6.0-1.9,,,,,,,,,,145034,,25,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.10,neutral,4545,,3709,low,5000,723,audio/723_SN16_low.wav,,148741,,26,audio-slider-response,16,
946,list2,,,,,,0.0-6.0-1.10,,,,,,,,,,149243,,27,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.11,neutral,3295,,3389,control,5000,246,audio/246_CN14.wav,,152633,,28,audio-slider-response,14,
946,list2,,,,,,0.0-6.0-1.11,,,,,,,,,,153134,,29,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.12,neutral,3381,,4789,low,5000,723,audio/723_SN2_low.wav,,157920,,30,audio-slider-response,2,
946,list2,,,,,,0.0-6.0-1.12,,,,,,,,,,158428,,31,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.13,neutral,1191,,3781,control,5000,246,audio/246_CN3.wav,,162207,,32,audio-slider-response,3,
946,list2,,,,,,0.0-6.0-1.13,,,,,,,,,,162713,,33,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.14,neutral,2519,,4411,mid,5000,723,audio/723_SN18_mid.wav,,167123,,34,audio-slider-response,18,
946,list2,,,,,,0.0-6.0-1.14,,,,,,,,,,167624,,35,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.15,neutral,4235,,5101,control,5000,723,audio/723_CN16.wav,,172726,,36,audio-slider-response,16,
946,list2,,,,,,0.0-6.0-1.15,,,,,,,,,,173227,,37,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.16,neutral,760,,3912,high,5000,246,audio/246_SN13_high.wav,,177137,,38,audio-slider-response,13,
946,list2,,,,,,0.0-6.0-1.16,,,,,,,,,,177643,,39,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.17,neutral,1993,,6109,high,5000,246,audio/246_SN7_high.wav,,183751,,40,audio-slider-response,7,
946,list2,,,,,,0.0-6.0-1.17,,,,,,,,,,184259,,41,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.18,neutral,1467,,4181,low,5000,246,audio/246_SN4_low.wav,,188442,,42,audio-slider-response,4,
946,list2,,,,,,0.0-6.0-1.18,,,,,,,,,,188944,,43,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.19,neutral,2864,,6840,low,5000,723,audio/723_SN21_low.wav,,195788,,44,audio-slider-response,21,
946,list2,,,,,,0.0-6.0-1.19,,,,,,,,,,196289,,45,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.20,neutral,2941,,3088,control,5000,723,audio/723_CN20.wav,,199388,,46,audio-slider-response,20,
946,list2,,,,,,0.0-6.0-1.20,,,,,,,,,,199890,,47,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.21,neutral,1347,,5989,high,5000,246,audio/246_SN14_high.wav,,205880,,48,audio-slider-response,14,
946,list2,,,,,,0.0-6.0-1.21,,,,,,,,,,206381,,49,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.22,neutral,1709,,3661,control,5000,246,audio/246_CN20.wav,,210042,,50,audio-slider-response,20,
946,list2,,,,,,0.0-6.0-1.22,,,,,,,,,,210548,,51,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.23,neutral,1493,,4560,high,5000,246,audio/246_SN8_high.wav,,215105,,52,audio-slider-response,8,
946,list2,,,,,,0.0-6.0-1.23,,,,,,,,,,215614,,53,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.24,neutral,2657,,4648,control,5000,246,audio/246_CN16.wav,,220269,,54,audio-slider-response,16,
946,list2,,,,,,0.0-6.0-1.24,,,,,,,,,,220775,,55,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.25,neutral,3407,,6189,high,5000,723,audio/723_SN1_high.wav,,226962,,56,audio-slider-response,1,
946,list2,,,,,,0.0-6.0-1.25,,,,,,,,,,227465,,57,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.26,neutral,4002,,3120,control,5000,723,audio/723_CN17.wav,,230585,,58,audio-slider-response,17,
946,list2,,,,,,0.0-6.0-1.26,,,,,,,,,,231093,,59,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.27,neutral,1450,,4019,control,5000,246,audio/246_CN8.wav,,235118,,60,audio-slider-response,8,
946,list2,,,,,,0.0-6.0-1.27,,,,,,,,,,235621,,61,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.28,neutral,493,,4381,control,5000,246,audio/246_CN15.wav,,240001,,62,audio-slider-response,15,
946,list2,,,,,,0.0-6.0-1.28,,,,,,,,,,240504,,63,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.29,neutral,4778,,3931,low,5000,723,audio/723_SN10_low.wav,,244433,,64,audio-slider-response,10,
946,list2,,,,,,0.0-6.0-1.29,,,,,,,,,,244940,,65,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.30,neutral,4674,,3000,high,5000,723,audio/723_SN13_high.wav,,247943,,66,audio-slider-response,13,
946,list2,,,,,,0.0-6.0-1.30,,,,,,,,,,248444,,67,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.31,neutral,4795,,3360,control,5000,723,audio/723_CN3.wav,,251803,,68,audio-slider-response,3,
946,list2,,,,,,0.0-6.0-1.31,,,,,,,,,,252308,,69,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.32,neutral,4735,,3720,control,5000,723,audio/723_CN13.wav,,256021,,70,audio-slider-response,13,
946,list2,,,,,,0.0-6.0-1.32,,,,,,,,,,256522,,71,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.33,neutral,4778,,3109,high,5000,246,audio/246_SN1_high.wav,,259633,,72,audio-slider-response,1,
946,list2,,,,,,0.0-6.0-1.33,,,,,,,,,,260139,,73,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.34,neutral,4778,,4320,control,5000,246,audio/246_CN21.wav,,264470,,74,audio-slider-response,21,
946,list2,,,,,,0.0-6.0-1.34,,,,,,,,,,264972,,75,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.35,neutral,4605,,3149,mid,5000,723,audio/723_SN15_mid.wav,,268126,,76,audio-slider-response,15,
946,list2,,,,,,0.0-6.0-1.35,,,,,,,,,,268630,,77,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.36,neutral,2717,,5229,control,5000,246,audio/246_CN17.wav,,273864,,78,audio-slider-response,17,
946,list2,,,,,,0.0-6.0-1.36,,,,,,,,,,274371,,79,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.37,neutral,2079,,4909,control,5000,723,audio/723_CN7.wav,,279286,,80,audio-slider-response,7,
946,list2,,,,,,0.0-6.0-1.37,,,,,,,,,,279792,,81,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.38,neutral,4907,,4261,control,5000,723,audio/723_CN15.wav,,284056,,82,audio-slider-response,15,
946,list2,,,,,,0.0-6.0-1.38,,,,,,,,,,284562,,83,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.39,neutral,3338,,5080,control,5000,246,audio/246_CN10.wav,,289647,,84,audio-slider-response,10,
946,list2,,,,,,0.0-6.0-1.39,,,,,,,,,,290161,,85,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.40,neutral,2872,,3309,control,5000,246,audio/246_CN1.wav,,293476,,86,audio-slider-response,1,
946,list2,,,,,,0.0-6.0-1.40,,,,,,,,,,293991,,87,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.41,neutral,5269,,2371,high,5000,723,audio/723_SN14_high.wav,,296365,,88,audio-slider-response,14,
946,list2,,,,,,0.0-6.0-1.41,,,,,,,,,,296879,,89,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.42,neutral,2097,,4971,mid,5000,246,audio/246_SN19_mid.wav,,301857,,90,audio-slider-response,19,
946,list2,,,,,,0.0-6.0-1.42,,,,,,,,,,302369,,91,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.43,neutral,2390,,3029,low,5000,246,audio/246_SN21_low.wav,,305406,,92,audio-slider-response,21,
946,list2,,,,,,0.0-6.0-1.43,,,,,,,,,,305911,,93,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.44,neutral,5269,,3840,control,5000,723,audio/723_CN18.wav,,309751,,94,audio-slider-response,18,
946,list2,,,,,,0.0-6.0-1.44,,,,,,,,,,310256,,95,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.45,neutral,2062,,4019,mid,5000,246,audio/246_SN5_mid.wav,,314278,,96,audio-slider-response,5,
946,list2,,,,,,0.0-6.0-1.45,,,,,,,,,,314787,,97,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.46,neutral,1631,,4331,high,5000,246,audio/246_SN3_high.wav,,319111,,98,audio-slider-response,3,
946,list2,,,,,,0.0-6.0-1.46,,,,,,,,,,319616,,99,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.47,neutral,4476,,4568,mid,5000,723,audio/723_SN9_mid.wav,,324185,,100,audio-slider-response,9,
946,list2,,,,,,0.0-6.0-1.47,,,,,,,,,,324686,,101,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.48,neutral,4562,,3139,control,5000,723,audio/723_CN21.wav,,327830,,102,audio-slider-response,21,
946,list2,,,,,,0.0-6.0-1.48,,,,,,,,,,328340,,103,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.49,neutral,5183,,5531,mid,5000,723,audio/723_SN5_mid.wav,,333870,,104,audio-slider-response,5,
946,list2,,,,,,0.0-6.0-1.49,,,,,,,,,,334375,,105,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.50,neutral,1553,,4829,control,5000,246,audio/246_CN7.wav,,339203,,106,audio-slider-response,7,
946,list2,,,,,,0.0-6.0-1.50,,,,,,,,,,339705,,107,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.51,neutral,1674,,3480,control,5000,246,audio/246_CN4.wav,,343186,,108,audio-slider-response,4,
946,list2,,,,,,0.0-6.0-1.51,,,,,,,,,,343689,,109,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.52,neutral,1622,,2848,control,5000,246,audio/246_CN19.wav,,346550,,110,audio-slider-response,19,
946,list2,,,,,,0.0-6.0-1.52,,,,,,,,,,347057,,111,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.53,neutral,5476,,3248,low,5000,723,audio/723_SN17_low.wav,,350307,,112,audio-slider-response,17,
946,list2,,,,,,0.0-6.0-1.53,,,,,,,,,,350821,,113,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.54,neutral,1545,,3981,low,5000,246,audio/246_SN10_low.wav,,354806,,114,audio-slider-response,10,
946,list2,,,,,,0.0-6.0-1.54,,,,,,,,,,355308,,115,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.55,neutral,4260,,3291,control,5000,723,audio/723_CN9.wav,,358598,,116,audio-slider-response,9,
946,list2,,,,,,0.0-6.0-1.55,,,,,,,,,,359100,,117,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.56,neutral,5485,,4011,control,5000,723,audio/723_CN8.wav,,363110,,118,audio-slider-response,8,
946,list2,,,,,,0.0-6.0-1.56,,,,,,,,,,363616,,119,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.57,neutral,5424,,2848,control,5000,723,audio/723_CN14.wav,,366462,,120,audio-slider-response,14,
946,list2,,,,,,0.0-6.0-1.57,,,,,,,,,,366963,,121,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.58,neutral,5364,,2931,mid,5000,723,audio/723_SN20_mid.wav,,369893,,122,audio-slider-response,20,
946,list2,,,,,,0.0-6.0-1.58,,,,,,,,,,370406,,123,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.59,neutral,5390,,3011,low,5000,723,audio/723_SN4_low.wav,,373414,,124,audio-slider-response,4,
946,list2,,,,,,0.0-6.0-1.59,,,,,,,,,,373916,,125,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.60,neutral,5485,,3381,control,5000,723,audio/723_CN10.wav,,377296,,126,audio-slider-response,10,
946,list2,,,,,,0.0-6.0-1.60,,,,,,,,,,377799,,127,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.61,neutral,1424,,3240,mid,5000,246,audio/246_SN18_mid.wav,,381042,,128,audio-slider-response,18,
946,list2,,,,,,0.0-6.0-1.61,,,,,,,,,,381556,,129,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.62,neutral,1916,,2760,control,5000,246,audio/246_CN2.wav,,384316,,130,audio-slider-response,2,
946,list2,,,,,,0.0-6.0-1.62,,,,,,,,,,384817,,131,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.63,neutral,5398,,3120,control,5000,723,audio/723_CN4.wav,,387939,,132,audio-slider-response,4,
946,list2,,,,,,0.0-6.0-1.63,,,,,,,,,,388440,,133,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.64,neutral,1752,,3379,low,5000,246,audio/246_SN2_low.wav,,391820,,134,audio-slider-response,2,
946,list2,,,,,,0.0-6.0-1.64,,,,,,,,,,392323,,135,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.65,neutral,5450,,4869,high,5000,723,audio/723_SN8_high.wav,,397197,,136,audio-slider-response,8,
946,list2,,,,,,0.0-6.0-1.65,,,,,,,,,,397698,,137,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.66,neutral,5519,,4059,mid,5000,723,audio/723_SN19_mid.wav,,401753,,138,audio-slider-response,19,
946,list2,,,,,,0.0-6.0-1.66,,,,,,,,,,402255,,139,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.67,neutral,1622,,3219,mid,5000,246,audio/246_SN20_mid.wav,,405477,,140,audio-slider-response,20,
946,list2,,,,,,0.0-6.0-1.67,,,,,,,,,,405979,,141,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.68,neutral,1579,,3211,low,5000,246,audio/246_SN17_low.wav,,409190,,142,audio-slider-response,17,
946,list2,,,,,,0.0-6.0-1.68,,,,,,,,,,409697,,143,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.69,neutral,1347,,5299,mid,5000,246,audio/246_SN9_mid.wav,,414995,,144,audio-slider-response,9,
946,list2,,,,,,0.0-6.0-1.69,,,,,,,,,,415496,,145,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.70,neutral,1622,,3229,low,5000,246,audio/246_SN16_low.wav,,418730,,146,audio-slider-response,16,
946,list2,,,,,,0.0-6.0-1.70,,,,,,,,,,419237,,147,html-keyboard-response,,
946,list2,,,,,,0.0-6.0-0.71,neutral,1666,,2171,control,5000,246,audio/246_CN13.wav,,421407,,148,audio-slider-response,13,
946,list2,,,,,,0.0-6.0-1.71,,,,,,,,,,421908,,149,html-keyboard-response,,
946,list2,,,,,,0.0-7.0,,0,,7867,,,,"<p><font size='3'>You have completed the listening trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",,429777,,150,html-button-response,,
946,list2,,NEGATIVE,,,,0.0-8.0-0.0,,10000,,7446,,5000,,People should be treated the same regardless of their sex.<br><br>,,437225,,151,html-slider-response,,
946,list2,,POSITIVE,,,,0.0-8.0-0.1,,4838,,8504,,5000,,Mothers should make most decisions about how children are brought up.<br><br>,,445730,,152,html-slider-response,,
946,list2,,POSITIVE,,,,0.0-8.0-0.2,,1441,,5107,,5000,,"For many important jobs, it is better to choose men instead of women.<br><br>",,450838,,153,html-slider-response,,
946,list2,,POSITIVE,,,,0.0-8.0-0.3,,8795,,6096,,5000,,A father’s major responsibility is to provide financially for his children.<br><br>,,456935,,154,html-slider-response,,
946,list2,,POSITIVE,,,,0.0-8.0-0.4,,5778,,7413,,5000,,Some types of work are just not appropriate for women.<br><br>,,464348,,155,html-slider-response,,
946,list2,,NEGATIVE,,,,0.0-8.0-0.5,,10000,,7188,,5000,,People can be both aggressive and nurturing regardless of sex.<br><br>,,471537,,156,html-slider-response,,
946,list2,,POSITIVE,,,,0.0-8.0-0.6,,4847,,4533,,5000,,Girls should be protected and watched over more than boys.<br><br>,,476071,,157,html-slider-response,,
946,list2,,POSITIVE,,,,0.0-8.0-0.7,,4786,,2834,,5000,,Men are more sexual than women.<br><br>,,478906,,158,html-slider-response,,
946,list2,,NEGATIVE,,,,0.0-8.0-0.8,,4993,,10248,,5000,,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,489154,,159,html-slider-response,,
946,list2,,POSITIVE,,,,0.0-8.0-0.9,,2907,,5500,,5000,,Mothers should work only if necessary.<br><br>,,494655,,160,html-slider-response,,
946,list2,,NEGATIVE,,,,0.0-8.0-0.10,,9028,,5568,,5000,,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,500225,,161,html-slider-response,,
946,list2,,NEGATIVE,,,,0.0-8.0-0.11,,4821,,4183,,5000,,Tasks around the house should not be assigned by sex.<br><br>,,504409,,162,html-slider-response,,
946,list2,,POSITIVE,,,,0.0-8.0-0.12,,7131,,5860,,5000,,Only some types of work are appropriate for both men and women.<br><br>,,510271,,163,html-slider-response,,
946,list2,,,,,,0.0-9.0,,0,,5096,,,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,515367,,164,html-button-response,,
946,list2,[],,,,,0.0-10.0,,"{'age': '58', 'race': 'White', 'P0_Q0': None, 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Southwest - AZ, NM, OK, TX', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'Good study', 'language': 'English', 'education': 'Hold a higher degree', 'political': 'Very Conservative'}",,52102,,,,,,567532,,165,survey,,
946,list2,,,,,,0.0-11.0,,0,,2296,,,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,569828,,166,html-button-response,,
940,list2,,,[],[],[],0.0-0.0,,,,,,,,,True,15406,False,0,preload,,
940,list2,,,,,,0.0-1.0,,0,,8048,,,,"<p><font size='3'>DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive speech. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to make simple decisions about the sentences you hear. Following this, you will be asked to complete a short questionnaire, where you will indicate on a sliding scale how much you agree or disagree with a series of statements. You will also be asked to complete an optional demographic survey. <br><br>TIME INVOLVEMENT: Your participation will take approximately 10 to 20 minutes. <br><br>RISKS AND BENEFITS: The foreseeable risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. There are no known benefits to you for participating in this study, and we cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive spoken language. <br><br>PAYMENT: You will be paid at the posted rate. <br><br>PARTICIPANT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. <br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Grace Brown at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA. <br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please click the 'Continue' button. </font></p>",,23455,,1,html-button-response,,
940,list2,,,,,,0.0-2.0,,0,,927,,,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,24382,,2,html-button-response,,
940,list2,,,,,,0.0-3.0,,2,correct,1592,,,,audio/gift.wav,,26049,,3,audio-button-response,,
940,list2,,,,,,0.0-4.0,,0,,1129,,,,<p>Correct! You are ready to begin the study.</p>,,27178,,4,html-button-response,,
940,list2,,,,,,0.0-5.0,,0,,47251,,,,"<p><font size='3'>In this experiment, you will listen to a series of sentences, produced by different speakers. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You may click along this scale after the speaker stops talking. Try to respond as quickly as you can. If you do not respond within ten seconds, the experiment will advance automatically. There will be a progress bar at the top of the screen. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,74429,,5,html-button-response,,
940,list2,,,,,,0.0-6.0-0.0,neutral,5600,,6549,high,5000,723,audio/723_SN8_high.wav,,80979,,6,audio-slider-response,8,
940,list2,,,,,,0.0-6.0-1.0,,,,,,,,,,81495,,7,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.1,neutral,5745,,4592,control,5000,723,audio/723_CN5.wav,,86086,,8,audio-slider-response,5,
940,list2,,,,,,0.0-6.0-1.1,,,,,,,,,,86590,,9,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.2,neutral,,,,high,5000,246,audio/246_SN8_high.wav,,96596,,10,audio-slider-response,8,
940,list2,,,,,,0.0-6.0-1.2,,,,,,,,,,97107,,11,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.3,neutral,,,,control,5000,246,audio/246_CN17.wav,,107118,,12,audio-slider-response,17,
940,list2,,,,,,0.0-6.0-1.3,,,,,,,,,,107629,,13,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.4,neutral,,,,control,5000,246,audio/246_CN5.wav,,118690,,14,audio-slider-response,5,
940,list2,,,,,,0.0-6.0-1.4,,,,,,,,,,119196,,15,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.5,neutral,,,,mid,5000,723,audio/723_SN15_mid.wav,,129724,,16,audio-slider-response,15,
940,list2,,,,,,0.0-6.0-1.5,,,,,,,,,,130235,,17,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.6,neutral,,,,low,5000,723,audio/723_SN16_low.wav,,140246,,18,audio-slider-response,16,
940,list2,,,,,,0.0-6.0-1.6,,,,,,,,,,140754,,19,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.7,neutral,,,,control,5000,246,audio/246_CN21.wav,,150758,,20,audio-slider-response,21,
940,list2,,,,,,0.0-6.0-1.7,,,,,,,,,,151267,,21,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.8,neutral,,,,control,5000,723,audio/723_CN15.wav,,161275,,22,audio-slider-response,15,
940,list2,,,,,,0.0-6.0-1.8,,,,,,,,,,161784,,23,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.9,neutral,,,,control,5000,246,audio/246_CN13.wav,,171854,,24,audio-slider-response,13,
940,list2,,,,,,0.0-6.0-1.9,,,,,,,,,,172362,,25,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.10,neutral,,,,control,5000,246,audio/246_CN2.wav,,182376,,26,audio-slider-response,2,
940,list2,,,,,,0.0-6.0-1.10,,,,,,,,,,182885,,27,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.11,neutral,,,,control,5000,723,audio/723_CN17.wav,,192990,,28,audio-slider-response,17,
940,list2,,,,,,0.0-6.0-1.11,,,,,,,,,,193501,,29,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.12,neutral,,,,control,5000,246,audio/246_CN4.wav,,203514,,30,audio-slider-response,4,
940,list2,,,,,,0.0-6.0-1.12,,,,,,,,,,204024,,31,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.13,neutral,,,,control,5000,246,audio/246_CN14.wav,,214066,,32,audio-slider-response,14,
940,list2,,,,,,0.0-6.0-1.13,,,,,,,,,,214578,,33,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.14,neutral,,,,control,5000,723,audio/723_CN2.wav,,224676,,34,audio-slider-response,2,
940,list2,,,,,,0.0-6.0-1.14,,,,,,,,,,225190,,35,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.15,neutral,,,,control,5000,723,audio/723_CN14.wav,,235285,,36,audio-slider-response,14,
940,list2,,,,,,0.0-6.0-1.15,,,,,,,,,,235792,,37,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.16,neutral,,,,control,5000,246,audio/246_CN19.wav,,245874,,38,audio-slider-response,19,
940,list2,,,,,,0.0-6.0-1.16,,,,,,,,,,246387,,39,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.17,neutral,,,,low,5000,723,audio/723_SN21_low.wav,,256415,,40,audio-slider-response,21,
940,list2,,,,,,0.0-6.0-1.17,,,,,,,,,,256924,,41,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.18,neutral,,,,high,5000,723,audio/723_SN7_high.wav,,267256,,42,audio-slider-response,7,
940,list2,,,,,,0.0-6.0-1.18,,,,,,,,,,267768,,43,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.19,neutral,,,,control,5000,723,audio/723_CN13.wav,,278033,,44,audio-slider-response,13,
940,list2,,,,,,0.0-6.0-1.19,,,,,,,,,,278542,,45,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.20,neutral,,,,control,5000,246,audio/246_CN16.wav,,288690,,46,audio-slider-response,16,
940,list2,,,,,,0.0-6.0-1.20,,,,,,,,,,289201,,47,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.21,neutral,,,,mid,5000,246,audio/246_SN18_mid.wav,,299260,,48,audio-slider-response,18,
940,list2,,,,,,0.0-6.0-1.21,,,,,,,,,,299761,,49,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.22,neutral,,,,high,5000,246,audio/246_SN1_high.wav,,310350,,50,audio-slider-response,1,
940,list2,,,,,,0.0-6.0-1.22,,,,,,,,,,310860,,51,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.23,neutral,,,,control,5000,246,audio/246_CN7.wav,,321164,,52,audio-slider-response,7,
940,list2,,,,,,0.0-6.0-1.23,,,,,,,,,,321676,,53,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.24,neutral,,,,mid,5000,246,audio/246_SN5_mid.wav,,331681,,54,audio-slider-response,5,
940,list2,,,,,,0.0-6.0-1.24,,,,,,,,,,332188,,55,html-keyboard-response,,
940,list2,,,,,,0.0-6.0-0.25,neutral,,,,high,5000,246,audio/246_SN7_high.wav,,342636,,56,audio-slider-response,7,
940,list2,,,,,,0.0-6.0-1.25,,,,,,,,,,343146,,57,html-keyboard-response,,
